date,AAPL,MSFT,JNJ,JPM,XOM,PG,CAT,NEE,SPY,AGG,TLT,DBC,GLD,VNQ,BIL
2007-07-31,3.940893,20.514278,34.543262,27.188314,43.474648,35.839890,48.804153,8.185654,102.502403,55.354351,48.392815,21.271158,65.790001,29.479992,70.750336
2007-08-01,4.037801,20.733637,34.805904,27.416885,43.837242,36.593075,49.627884,8.430958,103.001839,55.225719,48.288074,21.238668,65.930000,29.869490,70.727165
2007-08-02,4.082366,20.889322,34.845867,27.546625,43.500191,36.674198,49.962311,8.487674,103.824898,55.197670,48.409969,21.271158,65.889999,30.363171,70.742653
2007-08-03,3.943584,20.493044,34.571808,26.965914,41.917057,36.430859,48.903244,8.097744,101.151840,55.439194,48.731461,21.035624,66.690002,29.190113,70.711685
2007-08-06,4.045279,20.903473,35.570999,27.867865,42.662678,37.659107,50.166706,8.612451,102.847076,55.349239,48.376755,20.743235,66.519997,30.209173,70.788948
2007-08-07,4.038697,20.910543,35.445393,28.009966,43.765751,37.792377,49.819878,8.921555,103.944420,55.309944,48.337963,20.856941,66.480003,30.376759,70.804382
2007-08-08,4.008189,21.228983,35.679493,28.732752,44.889244,37.751804,50.104774,8.876181,105.393463,55.242538,47.750507,20.824453,66.769997,31.576948,70.773506
2007-08-09,3.780278,20.733637,34.731682,27.287148,42.863987,37.641750,48.605961,8.684764,102.270302,55.309944,47.817001,20.662018,65.459999,31.228210,70.835320
2007-08-10,3.738704,20.316135,34.914387,27.336586,43.330563,37.885082,48.029961,8.535881,101.792000,55.124615,47.706146,20.735113,66.570000,30.286165,70.881645
2007-08-13,3.822152,20.259531,35.085690,27.077106,42.515331,37.241985,48.246746,8.545808,102.157753,55.225719,47.844715,20.588921,66.260002,30.141230,70.897087
2007-08-14,3.709693,20.074896,34.902973,26.749680,42.623005,36.917530,47.546867,8.413940,100.596130,55.377350,47.972202,20.653896,66.290001,29.276175,70.881645
2007-08-15,3.586165,19.954180,35.000042,26.564362,41.884670,36.778477,46.419674,8.361477,99.210388,55.450405,47.800373,20.808214,66.129997,28.782503,70.897087
2007-08-16,3.500921,19.748241,35.188461,28.090275,41.361683,37.097130,45.211956,8.406853,99.956047,55.416672,48.293606,20.450851,64.680000,29.937426,70.989822
2007-08-17,3.650770,20.060690,35.411125,29.041643,43.140862,37.861904,44.988979,8.507521,101.792000,55.540226,48.099632,20.434603,65.010002,30.616789,71.036148
2007-08-20,3.655554,20.067795,35.302647,28.720396,43.340805,37.664906,45.862278,8.445134,101.742744,55.489670,48.127327,20.491455,65.120003,31.178398,71.097984
2007-08-21,3.815571,19.932878,35.211292,28.541225,42.633251,37.346275,46.004719,8.525958,101.946686,55.748024,48.360100,20.458971,65.070000,31.323336,71.082451
2007-08-22,3.963324,20.039392,35.405426,28.417677,42.853729,37.508476,46.636452,8.613867,103.156586,55.703102,48.282539,20.507702,65.400002,31.703779,71.082451
2007-08-23,3.920254,20.096203,35.462509,28.213825,42.940884,37.682281,46.555931,8.569910,103.065193,55.770470,48.448811,20.572676,65.309998,31.160290,71.036148
2007-08-24,4.046774,20.458351,35.568855,28.386791,43.935593,38.197937,47.268162,8.507521,104.338348,55.630093,48.687122,20.816334,66.110001,31.327866,71.020706
2007-08-27,3.955548,20.231117,35.407925,27.744301,43.643330,37.792377,47.069973,8.223940,103.367622,55.798573,48.942005,20.840696,65.980003,30.648483,70.928024
2007-08-28,3.793139,19.833456,35.206718,26.935028,42.556358,37.485306,45.930393,8.119014,101.095573,56.023277,49.025162,20.621407,65.589996,29.710968,71.005234
2007-08-29,4.010283,20.302134,35.557350,27.262447,43.699738,37.728642,46.475418,8.381791,103.079201,55.910946,48.892162,20.816334,66.070000,30.797947,71.051567
2007-08-30,4.075188,20.202717,35.407925,27.163595,43.786884,37.664906,46.240082,8.350372,102.804878,56.028881,49.219135,20.856941,65.800003,30.956470,71.067039
2007-08-31,4.141886,20.401552,35.517120,27.503378,43.956089,37.838715,46.927551,8.403214,103.817810,56.062576,49.257942,20.865065,66.519997,31.468267,71.051567
2007-09-04,4.311772,20.458351,35.626347,27.985237,44.725178,37.919834,47.596405,8.623148,104.865891,56.000023,49.281300,21.100595,67.440002,31.884937,71.062447
2007-09-05,4.090441,20.224014,35.436642,27.287148,44.720062,37.925632,46.785084,8.438915,103.958481,56.180408,49.676395,21.141209,67.559998,31.119514,71.077934
2007-09-06,4.038100,20.529367,35.442410,27.311880,44.858498,38.302212,46.915165,8.511753,104.197624,56.169147,49.548412,21.059988,68.860001,31.395792,71.077934
2007-09-07,3.941190,20.195616,35.453899,26.885597,43.966320,37.931423,45.484467,8.367511,102.748627,56.518860,50.249577,21.198059,69.389999,30.639431,71.124481
2007-09-10,4.088945,20.224014,35.545879,27.138893,43.510021,38.180542,45.670284,8.498898,102.551643,56.654259,50.639095,21.344255,69.620003,30.322403,71.139984
2007-09-11,4.052456,20.543566,35.666569,27.515734,44.576492,38.812061,45.763184,8.601726,103.747429,56.552750,50.600121,21.392984,70.519997,30.951950,71.062447
2007-09-12,4.093133,20.543566,35.930988,27.472490,44.940521,38.997459,45.069519,8.680273,104.014771,56.473690,50.410954,21.620396,70.459999,30.770775,71.170998
2007-09-13,4.103602,20.706894,36.275856,28.170574,45.437870,39.084366,45.205765,8.703123,104.746315,56.310196,49.960205,21.457960,70.080002,31.463737,71.155502
2007-09-14,4.151757,20.621681,36.327614,28.133518,45.463512,39.287144,45.311062,8.767391,104.739296,56.349636,50.032547,21.474207,69.989998,31.667547,71.202057
2007-09-17,4.139794,20.401552,36.178146,27.979059,45.766022,39.368252,45.639332,8.748827,104.176598,56.372238,50.271839,21.725983,70.970001,31.436558,71.233055
2007-09-18,4.214866,20.543566,36.689732,29.542040,47.047832,39.791206,47.974224,8.963049,107.243469,56.490711,49.893440,21.807199,71.699997,32.555260,71.186508
2007-09-19,4.210378,20.358948,37.069080,29.387594,47.232422,39.854927,48.252945,9.017312,107.876579,56.479404,49.431557,21.994001,71.430000,33.166676,71.217545
2007-09-20,4.196619,20.181419,37.241535,29.010746,47.217041,39.965023,47.918480,8.944480,107.116829,56.078938,48.496674,22.335121,72.720001,32.306141,71.170998
2007-09-21,4.311473,20.344742,37.431217,29.115767,47.329815,40.202530,48.407768,9.011603,107.405945,56.242538,48.908463,22.489439,72.339996,32.537136,71.202057
2007-09-24,4.435001,20.650095,37.477192,28.627714,47.032436,40.440086,48.135265,8.857364,107.208008,56.248146,49.047615,22.448826,72.279999,33.153996,71.264091
2007-09-25,4.581557,20.990932,37.345005,28.479467,47.150383,40.469074,47.299137,8.841653,106.995995,56.293312,48.875065,22.286390,72.330002,32.330284,71.279564
2007-09-26,4.569294,20.948341,37.586422,28.497982,47.360584,40.851456,47.478748,8.958764,107.561409,56.236851,48.919590,22.318874,72.000000,32.801636,71.202057
2007-09-27,4.621038,20.941240,37.672638,28.547422,47.668243,40.613914,47.980427,8.827376,108.197472,56.332745,49.259056,22.903652,72.699997,33.053326,71.217545
2007-09-28,4.590231,20.919931,37.764603,28.306473,47.458019,40.752968,48.574993,8.694553,107.837029,56.417339,49.370358,22.830555,73.510002,32.700943,71.186508
2007-10-01,4.676071,21.140068,38.017517,28.918097,48.170696,41.083195,49.274849,8.888787,109.052673,56.227058,49.652470,22.595020,73.900002,33.497204,71.264374
2007-10-02,4.739182,21.090357,37.965794,29.134296,47.293945,40.978909,49.324390,8.881642,108.904236,56.442295,49.808880,22.140196,72.349998,34.105831,71.217628
2007-10-03,4.723330,20.912832,37.994526,29.271322,46.827381,40.793522,48.655479,8.891638,108.685127,56.470573,49.663616,22.164564,71.900002,33.941082,71.233177
2007-10-04,4.673080,21.097462,38.000267,29.427021,46.617134,41.036854,48.705059,8.924488,108.854774,56.447937,49.853565,22.473192,72.870003,34.288868,71.311043
2007-10-05,4.828908,21.189775,38.080750,29.632524,46.842743,41.036854,49.751751,8.973042,110.148170,56.000473,49.317245,22.538166,73.400002,35.094269,71.233177
2007-10-08,5.022126,21.189775,37.948544,29.545351,46.494083,40.967323,50.377281,8.901638,109.561577,56.442295,49.278175,22.067101,72.529999,34.430737,71.342186
2007-10-09,5.020632,21.374403,38.080750,29.626312,47.514423,41.181679,51.101902,9.071587,110.593399,56.323338,49.216736,22.221415,73.089996,34.815132,71.295479
2007-10-10,4.988628,21.466715,37.839329,29.215273,47.750275,41.367092,50.265800,9.004460,110.409660,56.396973,49.244637,22.481312,73.360001,34.572586,71.357742
2007-10-11,4.852237,21.239487,37.908306,29.059572,47.509277,41.581425,49.200512,8.991612,109.879509,56.436626,49.194397,22.733093,73.910004,34.435318,71.342186
2007-10-12,5.002385,21.424112,37.902554,29.159218,47.929741,41.540894,49.733154,9.074445,110.487381,56.328979,48.954163,22.838675,74.589996,34.110413,71.357742
2007-10-15,4.994309,21.331797,37.735867,28.816671,48.616779,41.135349,48.828922,9.018746,109.554443,56.345982,48.965336,23.228527,75.139999,33.469742,71.326561
2007-10-16,5.072078,21.530622,37.402485,28.094238,48.575748,41.031048,48.153828,9.031603,108.685127,56.436626,48.982079,23.252890,75.120003,33.062477,71.373268
2007-10-17,5.166889,22.070311,37.276031,28.878950,48.606529,41.100914,47.769855,9.031603,109.017303,56.629211,49.518394,23.131062,74.500000,33.012131,71.404411
2007-10-18,5.189320,22.127121,37.304768,28.586250,48.734707,41.281414,48.323654,8.935912,108.621544,56.793419,49.792141,23.545277,76.000000,33.021290,71.404411
2007-10-19,5.097200,21.424112,36.919651,28.038195,47.242683,41.223221,45.778664,8.667422,105.780342,57.054001,50.535130,23.480305,75.699997,31.616421,71.466644
2007-10-22,5.215043,21.665550,36.982864,28.256170,46.612026,41.374580,45.735073,8.743113,106.395241,57.036991,50.540703,23.415327,74.599998,32.444698,71.435532
2007-10-23,5.567976,21.942493,37.103588,28.611158,46.837616,41.491028,46.307571,8.821663,107.257492,57.020027,50.473637,23.252890,75.230003,32.787910,71.435532
2007-10-24,5.561097,22.191034,37.040348,28.816671,47.237545,41.560905,47.160042,8.838797,107.059586,57.269245,50.847996,23.334108,75.519997,32.238762,71.466644
2007-10-25,5.466884,22.716516,36.758709,28.679676,46.950417,41.543415,46.463142,9.214396,107.314056,57.121933,50.674782,23.878275,76.029999,32.307419,71.451118
2007-10-26,5.524310,24.875250,36.959885,29.470613,47.278557,41.776337,46.693367,9.515741,108.572067,57.070999,50.557476,24.243757,77.690002,32.797058,71.419952
2007-10-29,5.535972,24.548615,37.350739,29.065788,47.996387,41.822929,45.983997,9.584291,108.932526,57.070999,50.752995,24.641731,78.120003,32.261642,71.482231
2007-10-30,5.593100,25.258726,37.258778,28.997280,46.729939,40.146057,45.710224,9.564295,108.176300,57.144627,50.725075,24.089445,77.349998,32.705524,71.451118
2007-10-31,5.681334,26.139250,37.459957,29.271322,47.165764,40.477901,46.425800,9.771379,109.299988,56.986088,50.266949,24.771679,78.620003,33.387379,71.466644
2007-11-01,5.606263,26.316778,37.166821,27.602230,45.376343,39.936432,45.616863,9.491459,106.741493,57.126526,50.920097,24.454927,77.930000,31.826920,71.515068
2007-11-02,5.619122,26.316778,37.235767,26.873560,45.084091,40.495403,46.519123,9.510029,106.861755,57.189102,51.082817,24.982847,79.830002,31.373863,71.561890
2007-11-05,5.568576,26.082445,37.069080,26.636909,44.945641,40.862206,45.735073,9.608571,106.048935,57.137875,51.060383,24.820410,79.750000,30.920851,71.561890
2007-11-06,5.736369,25.855223,37.138065,27.471445,46.340279,41.031052,46.618706,9.617136,107.476593,57.063931,50.813515,25.470160,81.430000,31.309834,71.561890
2007-11-07,5.572164,25.223215,36.735714,26.306829,44.883621,40.419685,45.797325,9.432910,104.536423,57.075325,50.903282,25.340208,82.239998,30.335096,71.608757
2007-11-08,5.248245,24.669333,37.126587,26.537249,46.026295,41.246483,45.069294,9.671405,104.006416,57.132187,50.813515,25.275236,82.230003,30.426619,71.561890
2007-11-09,4.946156,23.952118,37.454212,26.350422,44.703472,41.001934,43.812370,9.838500,102.578766,57.331268,51.245499,25.267115,82.180000,30.179504,71.624359
2007-11-12,4.598906,23.703571,38.115234,26.400230,43.514458,41.205727,43.308338,9.798510,101.561020,57.251663,51.430702,24.714827,78.300003,30.527288,71.655617
2007-11-13,5.083440,24.551399,38.690033,28.056870,44.718906,41.671520,44.223030,9.652840,104.656578,57.257309,51.239925,24.243757,79.120003,31.538612,71.639999
2007-11-14,4.968288,24.173801,38.448616,28.119144,44.425514,41.654057,43.575897,9.592858,104.366837,57.234577,51.296047,24.787922,80.279999,30.897968,71.608757
2007-11-15,4.914153,24.052677,38.442867,27.110214,43.488712,41.822929,43.389221,9.604285,102.861511,57.479141,51.778572,24.544268,77.949997,30.843056,71.655617
2007-11-16,4.976664,24.287788,38.942955,26.836193,43.802692,42.614769,43.208767,9.707109,103.038139,57.439346,51.851509,24.625486,77.750000,30.266464,71.655617
2007-11-19,4.903684,24.195171,38.850979,25.764984,43.293129,42.399345,42.437187,9.651416,101.603416,57.564487,52.188232,24.812288,77.239998,29.607506,71.686836
2007-11-20,5.050241,24.636898,38.879730,25.926912,45.202747,42.626411,42.486996,9.875631,102.225403,57.445026,52.132057,25.429552,79.470001,29.035473,71.702431
2007-11-21,5.038578,24.387531,38.592312,25.335266,44.801243,42.073265,42.275425,9.774234,100.133408,57.882942,52.435078,25.462036,79.360001,28.834127,71.733658
2007-11-23,5.130699,24.302040,38.681965,26.126204,45.444656,42.422619,42.704781,9.781369,101.864967,57.587219,52.592201,25.697569,81.250000,29.401556,71.749298
2007-11-26,5.160609,23.489840,38.965385,25.198256,44.101250,42.032528,42.206974,9.678548,99.617439,58.110458,53.630207,25.380819,81.300003,27.992130,71.702431
2007-11-27,5.228502,23.553965,39.173611,26.375324,44.461544,42.579807,42.822994,9.702828,100.762428,57.871593,53.119602,25.177774,80.099998,28.646515,71.764900
2007-11-28,5.390315,24.009933,39.532196,27.378023,45.254223,43.033993,44.297699,9.882432,103.985252,57.729427,52.760559,24.869143,79.570000,29.904951,71.780563
2007-11-29,5.512047,23.931555,39.561104,27.184961,45.599060,43.173725,44.627506,9.954268,104.020546,57.894356,53.214989,24.925995,78.279999,29.424459,71.733658
2007-11-30,5.450132,23.938681,39.179367,28.411865,45.892464,43.086391,44.739506,10.023234,105.066528,58.013817,52.956924,24.617363,77.320000,30.225279,71.749298
2007-12-03,5.349636,23.454206,39.162018,28.156511,45.732891,42.806915,44.839069,10.264622,104.373901,58.320450,53.377148,24.796043,78.279999,29.900364,71.732071
2007-12-04,5.378051,23.347343,39.295048,27.496359,45.357147,42.672997,44.807953,10.363763,103.441017,58.097717,53.371548,24.909752,79.400002,29.094982,71.747726
2007-12-05,5.548238,24.330540,39.451218,27.963465,46.283653,42.975765,45.243523,10.425543,105.172600,57.989223,52.734951,24.722948,78.629997,30.074272,71.747726
2007-12-06,5.681334,24.615520,39.503273,28.779316,47.066025,43.191196,46.264004,10.188472,106.677956,57.926430,52.273033,25.169647,79.370003,31.030674,71.763374
2007-12-07,5.811441,24.601261,39.144688,28.698351,47.096909,43.156258,46.170673,10.230138,106.656761,57.595196,51.687130,25.088432,78.599998,30.920851,71.826012
2007-12-10,5.808747,24.765142,39.208294,29.532896,47.369701,43.278542,47.651611,10.234447,107.483635,57.481010,51.377289,25.072187,80.000000,31.584398,71.779045
2007-12-11,5.639160,24.294909,39.069489,28.611158,46.468945,42.993233,45.871986,9.934155,104.536423,57.760792,52.385677,25.291477,78.839996,29.918690,71.873047
2007-12-12,5.708553,24.558523,39.156239,28.741953,47.313080,43.476498,45.934219,9.935590,105.568321,57.703674,51.844875,25.981836,80.489998,29.818001,71.857384
2007-12-13,5.737563,25.092867,39.254574,28.499056,47.724861,43.319286,46.183113,10.060589,105.349220,57.481010,51.281521,25.705692,78.500000,29.479370,71.888680
2007-12-14,5.694496,25.156986,39.092617,28.150288,46.932194,43.028149,45.666653,9.970074,104.013435,57.321102,51.044918,25.527012,78.519997,28.738039,71.841682
2007-12-17,5.515337,24.501524,39.069489,27.733017,46.268196,42.643860,44.279037,9.889613,102.529327,57.406769,51.501217,25.402164,78.129997,27.850264,71.873047
2007-12-18,5.472865,24.750895,39.162018,27.340662,47.055733,42.410984,44.210590,10.066342,103.101768,57.709427,51.833561,25.293964,79.250000,28.280422,71.873047
2007-12-19,5.477051,24.786509,38.936447,27.390480,47.060879,42.492508,44.079929,9.994496,103.101768,57.829323,52.520885,25.535336,79.239998,28.568726,71.904335
2007-12-20,5.599382,25.306604,38.942234,26.985659,47.421192,42.614769,44.496830,9.932717,103.751938,57.777958,52.408195,25.427135,78.669998,28.449650,71.935669
2007-12-21,5.799777,25.691338,39.347107,27.471445,48.090309,43.132977,45.255974,9.824960,105.247643,57.526688,51.642044,25.726768,80.099998,29.007837,71.935669
2007-12-24,5.946035,26.061825,39.254574,27.919861,48.208706,43.051460,45.237293,9.829270,106.029182,57.543797,51.399796,25.918201,80.139999,29.947479,71.935669
2007-12-26,5.950522,26.083187,39.075275,27.988363,48.800625,43.109684,45.853348,9.853693,106.256546,57.366806,50.949139,26.226156,81.519997,29.449757,71.904335
2007-12-27,5.939157,25.627222,38.942234,27.178732,48.213848,43.022339,45.255974,9.832140,104.920799,57.681587,51.504562,26.317711,81.559998,28.863644,71.935669
2007-12-28,5.976840,25.734083,38.971153,26.942070,48.898426,43.231964,45.523548,9.859442,104.657852,57.991211,52.307713,26.234476,83.000000,28.356606,71.934090
2007-12-31,5.924500,25.363611,38.577854,27.184961,48.224171,42.748688,45.150181,9.738749,103.883423,58.008385,52.624470,26.267769,82.459999,28.589191,71.918396
2008-01-02,5.827592,25.092867,38.120941,26.493866,48.131512,42.102398,43.949257,9.533283,102.973961,58.283619,53.382416,26.991880,84.860001,28.500814,71.981194
2008-01-03,5.830284,25.199741,38.132515,26.311678,48.296207,42.102398,43.793682,9.622368,102.924248,58.438381,53.308853,27.199961,85.570000,27.612335,71.934090
2008-01-04,5.385228,24.494406,38.080452,25.714823,47.395451,41.933521,42.642509,9.888174,100.401939,58.558861,53.320168,27.041822,85.129997,26.491283,71.918396
2008-01-07,5.313148,24.658270,38.670410,25.972416,46.952774,42.207203,42.766968,10.349395,100.316696,58.633381,53.552059,26.550756,84.769997,26.737825,71.981194
2008-01-08,5.122024,23.831823,38.716671,24.942066,46.350555,42.317814,41.783833,10.280434,98.696747,58.782471,53.489880,26.792126,86.779999,25.812138,71.934090
2008-01-09,5.365787,24.537148,39.214092,25.293890,47.127781,42.236320,41.833622,10.267493,99.734055,58.644821,53.591652,26.525787,86.550003,26.268007,71.886963
2008-01-10,5.324512,24.458780,39.277710,25.966118,47.179264,42.201366,41.945618,10.346523,100.387703,58.524471,52.867672,26.400938,88.250000,26.672703,71.918396
2008-01-11,5.165093,24.159546,39.260342,25.670847,46.479252,40.862206,41.074471,10.238758,99.577728,58.776722,53.280567,26.642309,88.580002,26.677359,71.949814
2008-01-14,5.347243,24.501524,39.300838,25.984966,46.752026,40.926243,41.858501,10.243075,100.380661,58.822590,53.478558,26.975233,89.540001,26.565718,72.012650
2008-01-15,5.055925,24.223673,39.190956,24.609074,45.820396,40.582722,40.694912,10.202834,98.170952,59.034748,54.078075,26.642309,87.989998,26.026108,71.996925
2008-01-16,4.774774,23.675076,39.509056,26.028955,44.538738,40.284275,39.991772,9.743059,97.325401,58.857014,53.687824,26.392618,86.699997,26.323830,71.996925
2008-01-17,4.812160,23.589579,39.231434,25.155659,43.190182,39.833691,39.090687,9.385291,94.803131,59.212482,54.383522,26.051371,86.500000,25.965651,71.965508
2008-01-18,4.826218,23.518335,38.340725,24.872944,43.792400,39.295315,39.303429,9.152527,93.829720,59.201031,54.010216,26.151247,87.419998,25.621428,72.012650
2008-01-22,4.655135,22.770248,37.750778,25.670847,42.438686,38.113235,39.935440,8.745907,92.877655,59.292763,54.587154,26.059692,88.169998,26.235439,72.044037
2008-01-23,4.159533,22.748875,37.131908,28.724205,42.953426,38.762802,40.723900,9.024650,95.108681,59.115002,54.462681,25.568626,87.889999,28.724089,72.122520
2008-01-24,4.055747,23.689320,36.732826,28.246738,44.265938,38.710140,40.830261,8.836426,95.911514,58.965977,53.371086,26.201183,90.080002,28.049593,72.153969
2008-01-25,3.888550,23.468458,36.125534,27.417421,43.205612,38.218563,41.255779,8.774642,94.526016,59.069130,54.270359,26.783806,90.300003,27.886784,72.075455
2008-01-28,3.888550,23.311716,36.478336,28.629953,43.818138,38.206841,42.682499,8.931255,96.089142,59.183842,54.066776,26.908651,91.750000,28.831070,72.106834
2008-01-29,3.934314,23.226227,36.420517,29.811098,43.792400,37.849907,43.170582,8.993036,96.565155,59.000385,53.699162,27.133375,91.150002,28.570559,72.169746
2008-01-30,3.953456,22.941244,35.963596,29.748276,43.895355,38.089825,42.826416,8.998786,95.854652,59.092075,53.348484,26.900324,92.059998,27.807709,72.201134
2008-01-31,4.048569,23.226227,36.518845,29.779692,44.111538,38.282932,44.422092,9.245919,97.602516,59.350117,53.727402,27.033493,91.400002,28.365904,72.201134
